objectid,name,problems,district,group_d,status_num,status_detail,detail,remark,สพน,สคน,กรบ,กรท,เขต,x,y
500,310.ซอยลาดพร้าว 101 ซอย 42 (เทพทวี 8),น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,- เป็นถนนดิน มีสภาพลุ่มต่ำ ไม่มีท่อระบายน้ำ แนวทางแก้ไข - ติดตั้งเครื่องสูบน้ำขนาด 6 นิ้ว จำนวน 1 เครื่อง,ของบ 67 เพิ่มเติม ขอรายละเอียดเพิ่มเติม,,,,,,100.6376,13.78819
501,311.ซอยรามคำแหง 24,น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,- มีโครงการก่อสร้างของสำนักการโยธา คือโครงการก่อสร้างและปรับปรุงถนนรามคำแหง 24 และถนนหัวหมาก แนวทางแก้ไข,,,,,,,100.6216,13.75344
502,312.ซอยรามคำแหง 36/1,น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,2,พื้นที่เอกชนหรือหน่วยงานราชการ,- ท่อระบายน้ำมีสภาพเก่าและชำรุด ไม่สามารถระบายน้ำออกถนนสายหลักได้ - เจ้าของที่ดินไม่ยินยอมให้กรุงเทพมหานคร ทำการปรับปรุง แนวทางแก้ไข - ติดตั้งเครื่องสูบน้ำดีเซลขนาด 8 นิ้ว 1 เครื่อง,สนข.ประกาศปรับปรุง แต่เอกชนเจ้าของที่ดินไม่ยินยอมให้ปรับปรุง ตัดออกไป,,,,,,100.638,13.75888
503,313.ถนนรามคำแหง ช่วง ซอยรามคำแหง 8- ซอยรามคำแหง 24,น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,1,มีมาตรการเร่งด่วน,#NAME?,ก่อสร้างรถไฟฟ้าสายสีส้มเสร็จแล้ว ปัจจุบันไม่ท่วมแล้ว,,,,,,100.6118,13.7536
504,314.จุดกลับรถใต้สะพานหนองระแหง,น้ำฝน สนข.,คลองสามวา,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,,อยู่ในความรับผิดชอบของการทางพิเศษฯ,,,,,,100.6978,13.9072
505,315.หน้าโรงเรียนวัดพระยาสุเรนทร์ (ที่พักสงฆ์หลวงปู่ชอบ),น้ำฝน สนข.,คลองสามวา,กรุงเทพตะวันออก,1,มีมาตรการเร่งด่วน,- น้ำท่วมขังประมาณ 30 ซม. แนวทางแก้ไข - ติดตั้งเครื่องสูบน้ำดีเซลขนาด 8 นิ้ว จำนวน 1 เครื่อง - กระสอบทราย 40 ใบ,สนย.สร้างถนนพระยาสุเรนทร์ช่วงปลาย แยกคู้บอนถึงหน้าวัดฯ และวางท่อ ของบประมาณแล้ว,,,,,,100.6873,13.87459
506,316.ซอยพระยาสุเรนทร์ 45 (หมู่บ้าน เค.ซี 6),น้ำฝน สนข.,คลองสามวา,กรุงเทพตะวันออก,1,มีมาตรการเร่งด่วน,- น้ำท่วมขังประมาณ 20-40 ซม. แนวทางแก้ไข - ติดตั้งเครื่องสูบน้ำดีเซลขนาด 8 นิ้ว จำนวน 1 เครื่อง - กระสอบทราย 40 ใบ,สนย.สร้างถนนพระยาสุเรนทร์ช่วงปลาย แยกคู้บอนถึงหน้าวัดฯ และวางท่อ ของบประมาณแล้ว,,,,,,100.6882,13.87214
507,317.ซอยพระยาสุเรนทร์ 40 (หมู่บ้าน เค.ซี วิลล่า 5),น้ำฝน สนข.,คลองสามวา,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,- น้ำท่วมขังประมาณ 15 ซม. แนวทางแก้ไข - ติดตั้งเครื่องสูบน้ำดีเซลขนาด 8 นิ้ว จำนวน 1 เครื่อง - กระสอบทราย 40 ใบ,สนย.สร้างถนนพระยาสุเรนทร์ช่วงปลาย แยกคู้บอนถึงหน้าวัดฯ และวางท่อ ของบประมาณแล้ว,,,,,,100.6952,13.86262
508,318.ซอยพระยาสุเรนทร์ 3,น้ำฝน สนข.,คลองสามวา,กรุงเทพตะวันออก,5,แก้ไขแล้วเสร็จ,- น้ำท่วมขังประมาณ 10-15 ซม. แนวทางแก้ไข - กระสอบทราย 150 ใบ,,,,,,,100.6963,13.82141
509,319.ซอยพระยาสุเรนทร์ 23 (หมู่บ้านพฤกษาวิลล์ 6),น้ำฝน สนข.,คลองสามวา,กรุงเทพตะวันออก,5,แก้ไขแล้วเสร็จ,- น้ำท่วมขังประมาณ 5-10 ซม. แนวทางแก้ไข - กระสอบทราย 300 ใบ,,,,,,,100.693,13.8336
